review_score,review_content
3.5,enough laugh enjoy 40 year old virgin might want take baxter whirl
3,biggest fail baxter humor often obscur
3,anyon seen romant comedi older better find someth like baxter
4,showalt cria um film exatament como seu protagonista desajeitadament simptico e divertido
3.5,version oliv safe pretti much case babi sit
4.5,involv captiv nearli note perfect word proper classic
2,film art direct triumph genuin art remain elus
3,someth special time incivil see protagonist stand apart hi good manner
4,polanski chose thi movi want make hi child feel motiv septuagenarian dad desir take 60 million stab bedtim stori feel inspir need tell
4,tact enthusiasm roman polanski grab hold great book rediscov true endur vital
3,look marvel recoil horror barbar exploit woman child film remain arm length experi
3,though may quibbl chang polanski scripter ronald harwood made book mostli get right
1.5,polanski take classic dull affair
2,polanski take dicken screenwrit ronald harwood ha faith transcrib much bring life turn handsom mount still life
2,oliv twist rariti far polanski film go ok movi
4,perhap take school trip encourag kid see oliv twist one permiss slip parent sign
2,oliv twist viewer punish
3,plea sir leviti poverti abject miseri thi bleak stori could benefit music number break monotoni sorrow
3,worth rent video sometim spring littl darl cheat book report perhap unusu faith origin sourc
4,ben kingsley final recaptur hi digniti trifecta aw wa thunderbird suspect zero sound thunder
4,sad thing thi realli veri fine film yet end day still oliv twist
2,plea sir le
4,also strong support harri eden well leann row archetyp tart heart nanci whilst jami foreman nasti piec work specialti add anoth great perform hi rogu galleri cockney villain
4.5,dicken david lean either thi pervers retel classic could onli work one filmmak think boy polanski
3,polanski deft adapt prove still life well worn stori boy beat odd
2,falha ao jamai encontrar um tom adequado para sua narrativa em certo momento excessivament infantil em outro sombrio demai
4,might supplant david lean 1948 version one student turn 2 hour studi guid
3,respect respect version stori albeit wee bit overlong
3,polanski harwood streamlin meander narr dicken second novel may horrifi purist work well enough filmmak purpos
2,wildli overwrought clumsi embarassingli direct
4,duke doe alamo redux heroic overblown speechi
2.5,hi produc director mr wayn ha unfortun let hi desir make big pictur burden dialogu hi action scene usual vivid hi talk scene long usual dull
1.5,decad world hamptonit hip hop mogul fit backdrop thi somewhat faith veri grace retel f scott fitzgerald great gatsbi
2,never make movi boundless conspicu wealth indi budget
2,rework stori hip hop record mogul center come across littl stunt veri good stunt
2,coloss bore
3,question film ask whi sure life enjoy answer grimmer expect
4,minor british classic valuabl record hedonist swing 60
3.5,real strength reason see great perform everyon involv
4,essenti 60 michael cain
4,cain terrif perform make viewer almost forget film actual condemn charact swing lifestyl
5,put michael cain movi star map deservedli
5,cain doe flawless job role alon make film
5,michael cain breakout perform awesom
4,michael cain give bravura career make oscar nomin perform cockney juan turn weak endear charm despic film ha age badli
4.5,though veri much product time alfi ha age well becaus funni sad insight look etern struggl
2,never ha much talent come littl becaus screenplay adrift aimless eckhart play psychologist enough person psycho keep preoccupi lifetim
3,startlingli direct unavoid preachi second chanc take aim christian racial divid corporat faith
2.5,lot good messag second chanc christian mix love gentl tough
2,film design launch christian pop singer michael w smith movi brand name realli succeed doe manag send posit messag pretti polish movi messag aim regular church goer
3,movi week treatment race class film credibl portray day day work urban ministri
3.5,common languag two connect instantli perhap blood embark emot wrench journey thi visual appeal occasion heavi hand thriller paula van der oest
4,thi english languag dutch thriller 13 year old girl young afghan drug courier fall love flee hi employ
5,blockbust combin blister action smart sci fi gooey monster
4,one film predict perfectli well craft damn excit care
5,extraordinari film
3,first excit keep go go go
5,movi experi stick beg numer revisit kind film mark career mileston defin genr
4,overlong thi film damn near perfect
5,instens satisfi piec scienc fiction ever made jame cameron masterpiec
5,happen take premis soak combin adrenalin kerosen light sucker
4,modern sci fi classic
3,featur sigourney weaver femal rambo nurtur instinct
5,actual scari think movi landscap would look like alien critic commerci success wa
5,truli great cinema
5,onli blockbust thi good
5,onli see one movi entir lifetim would alien jame cameron ha deliv masterpiec never million year top
5,interest film sequel ridley scott 1979 atmospher horror film space gener regard action movi go realiz charact dialogu scene far outweigh kablooey stuff
3,alien sequel bigger faster scarier
5,alien contain fascin explor way western cultur ha tradit align feminin characterist onto natur masculin characterist align civilis
5,surpass predecessor term sheer spectacl thi sequel ridley scott outer space nightmar director jame cameron outstand scienc fiction thriller
5,subtl spooki movi teeth becom subtleti bash war movi
5,rare see sequel live mayb surpass depend like horror plenti action origin alien doe
4,eschew claustrophob forebod alien cameron take anxieti fear built origin refract hi action movi sensibl creat smart action thriller
1,wors thing wake morgu like say wake realiz anoth hour rise blood hunter go
2.5,dri dreari littl affair one almost shame beholden b flick lot energet lot le intent taken serious
2,blood red affair thrown togeth dash littl number ultim get kind treatment audienc made someth might cue dvd player whim forget easili
3.5,far perfect better direct video horror find heck better theatric releas seen thi year
2,rise blood hunter terribl film predict one
1,tortur vampir bloodbath wast
5,film fill nice dark humor rare like ike decad filmmak
5,screenplay may bite exampl hard boil wit ever come hollywood stylishli perform breakneck pace uniformli expert cast
4,boffo look backstab backstag world broadway
5,outstand mankiewicz film perfect cast
5,pouco roteiro em toda histria cinema conseguiram reunir tanto dilogo memorvei
4,forget foreman v ali thi baxter v davi one hollywood greatest showdown
5,intellig script mesmer perform
5,apart monochrom photographi date film chain smoke fact theatr folk rather movi star frequent joke low art hollywood pepper script
5,old school hollywood movi make polish liter sophist realli noth match
5,put simpli one greatest movi ever made
5,real christma treat restor version joseph l mankiewicz jet black 1950 comedi margo chan eleg lead ladi theatr superbl play bett davi
4,total joy
5,classic movi ambiti woman
5,celebr ob cultur possibl eve import ever scratch entertain ever
3.5,eve delici fun watch charact play version themselv notic bett davi quit introspect day
5,classic movi whose qualiti remind u onc wa hollywood sophist treat could made
5,joseph l mankiewicz film dissect narciss hypocrisi spotlight sharpli billi wilder sunset blvd pay equal attent challeng enact womanhood
